case_id,region,case_type,customer_type,created_date,backlog_days,resolution_days,sla_breach,resolved_date,escalated,month,seasonal_factor,complexity_score,case_notes
8570,México,Order Delay,Distributor,2026-01-22,,,False,,0,1,1,3,Customer escalated the issue
8571,Argentina,Technical Support,Distributor,2026-02-27,8.0,10.0,True,2026-03-09,1,2,1,2,Customer is requesting urgent update
8572,Chile,Technical Support,Distributor,2026-01-18,4.0,5.0,False,2026-01-23,0,1,1,2,Customer is requesting urgent update
8573,Colombia,Order Delay,End Customer,2026-01-23,,,False,,0,1,1,1,Customer escalated the issue
8574,Brazil,Documentation,Distributor,2026-02-22,7.0,8.0,True,2026-03-02,1,2,1,4,Customer is requesting urgent update
8575,Chile,Documentation,End Customer,2026-03-09,10.0,8.0,True,2026-03-17,0,3,3,3,Pricing discrepancy identified
8576,Argentina,Technical Support,Distributor,2026-02-23,5.0,7.0,False,2026-03-02,0,2,1,4,Customer escalated the issue
8577,México,Pricing Issue,End Customer,2026-03-16,,,False,,0,3,3,2,Customer escalated the issue
8578,Chile,Technical Support,Distributor,2026-02-13,7.0,8.0,True,2026-02-21,0,2,1,4,Customer escalated the issue
8579,Chile,Documentation,End Customer,2026-03-16,7.0,5.0,False,2026-03-21,0,3,3,2,Awaiting internal approval
8580,Perú,Pricing Issue,End Customer,2026-03-12,,,False,,0,3,3,1,Pricing discrepancy identified
8581,Colombia,Order Delay,Distributor,2026-03-26,,,False,,0,3,3,2,Customer is requesting urgent update
8582,Brazil,Technical Support,End Customer,2026-02-26,9.0,9.0,True,2026-03-07,1,2,1,2,Delay due to logistics issue
8583,Brazil,Order Delay,Distributor,2026-02-02,6.0,7.0,False,2026-02-09,0,2,1,2,Customer is requesting urgent update
8584,México,Order Delay,End Customer,2026-01-21,,,False,,0,1,1,2,Pricing discrepancy identified
8585,Argentina,Technical Support,Distributor,2026-02-07,7.0,7.0,False,2026-02-14,1,2,1,3,Customer escalated the issue
8586,México,Order Delay,End Customer,2026-02-03,,,False,,0,2,1,3,Customer escalated the issue
8587,Chile,Technical Support,Distributor,2026-02-08,6.0,8.0,True,2026-02-16,0,2,1,4,Pricing discrepancy identified
8588,Chile,Documentation,Distributor,2026-01-02,4.0,6.0,False,2026-01-08,0,1,1,2,Customer escalated the issue
8589,Brazil,Documentation,Distributor,2026-01-18,9.0,9.0,True,2026-01-27,0,1,1,3,Pricing discrepancy identified
8590,Argentina,Pricing Issue,Distributor,2026-02-02,5.0,7.0,False,2026-02-09,0,2,1,2,Pricing discrepancy identified
8591,Colombia,Pricing Issue,End Customer,2026-02-23,,,False,,1,2,1,2,Awaiting internal approval
8592,Argentina,Order Delay,End Customer,2026-01-16,8.0,10.0,True,2026-01-26,1,1,1,3,Pricing discrepancy identified
8593,Chile,Pricing Issue,End Customer,2026-02-10,6.0,8.0,True,2026-02-18,1,2,1,2,Pricing discrepancy identified
8594,Colombia,Documentation,End Customer,2026-03-19,,,False,,0,3,3,3,Delay due to logistics issue
8595,Argentina,Pricing Issue,Distributor,2026-03-27,11.0,10.0,True,2026-04-06,1,3,3,4,Customer escalated the issue
8596,Argentina,Order Delay,Distributor,2026-01-01,8.0,9.0,True,2026-01-10,0,1,1,3,Delay due to logistics issue
8597,Colombia,Pricing Issue,End Customer,2026-03-23,,,False,,0,3,3,3,Customer escalated the issue
8598,Chile,Documentation,Distributor,2026-02-28,6.0,8.0,True,2026-03-08,0,2,1,3,Pricing discrepancy identified
8599,Argentina,Pricing Issue,Distributor,2026-03-05,8.0,6.0,False,2026-03-11,0,3,3,4,Awaiting internal approval
8600,Colombia,Order Delay,End Customer,2026-01-03,,,False,,0,1,1,3,Pricing discrepancy identified
8601,Perú,Documentation,End Customer,2026-03-23,,,False,,0,3,3,1,Customer is requesting urgent update
8602,Perú,Technical Support,Distributor,2026-03-10,,,False,,0,3,3,3,Pricing discrepancy identified
8603,Chile,Pricing Issue,End Customer,2026-01-07,4.0,4.0,False,2026-01-11,0,1,1,3,Pricing discrepancy identified
8604,Colombia,Order Delay,Distributor,2026-02-19,,,False,,0,2,1,4,Pricing discrepancy identified
8605,Perú,Pricing Issue,Distributor,2026-02-17,,,False,,1,2,1,3,Customer is requesting urgent update
8606,Colombia,Technical Support,End Customer,2026-03-28,,,False,,0,3,3,2,Customer is requesting urgent update
8607,Argentina,Technical Support,Distributor,2026-03-10,9.0,9.0,True,2026-03-19,0,3,3,3,Pricing discrepancy identified
8608,Chile,Pricing Issue,End Customer,2026-03-29,10.0,9.0,True,2026-04-07,0,3,3,1,Delay due to logistics issue
8609,Perú,Documentation,Distributor,2026-01-14,,,False,,0,1,1,3,Pricing discrepancy identified
8610,Argentina,Documentation,End Customer,2026-03-04,9.0,7.0,False,2026-03-11,0,3,3,3,Customer is requesting urgent update
8611,México,Documentation,Distributor,2026-01-10,,,False,,0,1,1,4,Delay due to logistics issue
8612,México,Technical Support,End Customer,2026-01-24,,,False,,0,1,1,1,Customer escalated the issue
8613,Chile,Technical Support,End Customer,2026-03-08,7.0,6.0,False,2026-03-14,0,3,3,1,Customer escalated the issue
8614,Perú,Order Delay,Distributor,2026-01-13,,,False,,0,1,1,2,Delay due to logistics issue
8615,Perú,Pricing Issue,End Customer,2026-01-16,,,False,,0,1,1,1,Customer escalated the issue
8616,Perú,Order Delay,End Customer,2026-01-15,,,False,,0,1,1,3,Pricing discrepancy identified
8617,Colombia,Documentation,Distributor,2026-01-03,,,False,,0,1,1,4,Delay due to logistics issue
8618,Argentina,Order Delay,End Customer,2026-01-10,6.0,6.0,False,2026-01-16,1,1,1,3,Pricing discrepancy identified
8619,Perú,Order Delay,End Customer,2026-03-15,,,False,,1,3,3,2,Delay due to logistics issue
8620,Argentina,Technical Support,Distributor,2026-03-08,9.0,9.0,True,2026-03-17,0,3,3,3,Awaiting internal approval
8621,Chile,Documentation,Distributor,2026-03-30,9.0,7.0,False,2026-04-06,0,3,3,2,Customer is requesting urgent update
8622,Perú,Pricing Issue,End Customer,2026-03-25,,,False,,0,3,3,1,Pricing discrepancy identified
8623,Chile,Order Delay,End Customer,2026-01-16,6.0,6.0,False,2026-01-22,0,1,1,1,Customer escalated the issue
8624,Perú,Pricing Issue,End Customer,2026-01-10,,,False,,1,1,1,2,Pricing discrepancy identified
8625,México,Technical Support,Distributor,2026-01-29,,,False,,0,1,1,2,Awaiting internal approval
8626,Brazil,Documentation,Distributor,2026-02-27,7.0,8.0,True,2026-03-07,1,2,1,4,Customer is requesting urgent update
8627,Chile,Pricing Issue,End Customer,2026-01-23,7.0,7.0,False,2026-01-30,1,1,1,3,Awaiting internal approval
8628,Perú,Pricing Issue,End Customer,2026-01-10,,,False,,0,1,1,3,Pricing discrepancy identified
8629,Brazil,Pricing Issue,Distributor,2026-01-23,7.0,7.0,False,2026-01-30,0,1,1,3,Awaiting internal approval
8630,Chile,Pricing Issue,Distributor,2026-03-29,8.0,6.0,False,2026-04-04,0,3,3,3,Awaiting internal approval
8631,Colombia,Order Delay,Distributor,2026-01-11,,,False,,0,1,1,4,Pricing discrepancy identified
8632,Perú,Order Delay,End Customer,2026-01-19,,,False,,0,1,1,2,Pricing discrepancy identified
8633,Colombia,Documentation,End Customer,2026-03-27,,,False,,0,3,3,2,Awaiting internal approval
8634,México,Documentation,Distributor,2026-01-29,,,False,,0,1,1,4,Delay due to logistics issue
8635,Perú,Documentation,End Customer,2026-02-08,,,False,,1,2,1,2,Pricing discrepancy identified
8636,México,Technical Support,Distributor,2026-02-15,,,False,,0,2,1,2,Pricing discrepancy identified
8637,Brazil,Order Delay,Distributor,2026-01-26,7.0,8.0,True,2026-02-03,1,1,1,4,Pricing discrepancy identified
8638,Chile,Technical Support,Distributor,2026-03-06,7.0,6.0,False,2026-03-12,1,3,3,4,Customer escalated the issue
8639,Argentina,Order Delay,Distributor,2026-03-04,10.0,9.0,True,2026-03-13,1,3,3,2,Customer is requesting urgent update
8640,México,Technical Support,Distributor,2026-02-14,,,False,,0,2,1,3,Customer escalated the issue
8641,Argentina,Order Delay,Distributor,2026-01-29,5.0,5.0,False,2026-02-03,0,1,1,4,Pricing discrepancy identified
8642,Argentina,Pricing Issue,Distributor,2026-03-12,10.0,10.0,True,2026-03-22,0,3,3,3,Delay due to logistics issue
8643,Chile,Order Delay,End Customer,2026-03-31,8.0,7.0,False,2026-04-07,0,3,3,1,Customer escalated the issue
8644,Brazil,Order Delay,Distributor,2026-03-07,10.0,10.0,True,2026-03-17,0,3,3,3,Delay due to logistics issue
8645,Chile,Order Delay,End Customer,2026-01-21,5.0,6.0,False,2026-01-27,0,1,1,3,Pricing discrepancy identified
8646,Perú,Documentation,Distributor,2026-03-24,,,False,,0,3,3,3,Customer escalated the issue
8647,México,Documentation,End Customer,2026-01-03,,,False,,0,1,1,1,Awaiting internal approval
8648,Argentina,Technical Support,Distributor,2026-01-08,8.0,10.0,True,2026-01-18,0,1,1,4,Awaiting internal approval
8649,Chile,Documentation,Distributor,2026-01-20,5.0,6.0,False,2026-01-26,0,1,1,3,Delay due to logistics issue
8650,Chile,Order Delay,End Customer,2026-01-08,8.0,8.0,True,2026-01-16,0,1,1,2,Customer escalated the issue
8651,Chile,Technical Support,Distributor,2026-03-16,8.0,8.0,True,2026-03-24,0,3,3,4,Customer is requesting urgent update
8652,México,Order Delay,End Customer,2026-02-02,,,False,,0,2,1,3,Delay due to logistics issue
8653,Brazil,Technical Support,Distributor,2026-03-02,10.0,9.0,True,2026-03-11,1,3,3,3,Customer escalated the issue
8654,Chile,Technical Support,Distributor,2026-01-30,5.0,5.0,False,2026-02-04,0,1,1,3,Customer is requesting urgent update
8655,México,Technical Support,End Customer,2026-02-05,,,False,,0,2,1,1,Awaiting internal approval
8656,Argentina,Documentation,Distributor,2026-02-26,5.0,7.0,False,2026-03-05,0,2,1,4,Customer escalated the issue
8657,Perú,Pricing Issue,Distributor,2026-02-01,,,False,,0,2,1,3,Customer is requesting urgent update
8658,Colombia,Documentation,Distributor,2026-01-08,,,False,,0,1,1,4,Pricing discrepancy identified
8659,México,Pricing Issue,Distributor,2026-01-06,,,False,,1,1,1,4,Customer escalated the issue
8660,Colombia,Pricing Issue,End Customer,2026-03-14,,,False,,0,3,3,3,Customer escalated the issue
8661,Chile,Order Delay,Distributor,2026-03-25,10.0,8.0,True,2026-04-02,1,3,3,4,Delay due to logistics issue
8662,Chile,Technical Support,Distributor,2026-03-03,9.0,8.0,True,2026-03-11,1,3,3,3,Pricing discrepancy identified
8663,México,Order Delay,Distributor,2026-03-19,,,False,,0,3,3,2,Awaiting internal approval
8664,Colombia,Order Delay,Distributor,2026-01-11,,,False,,0,1,1,3,Pricing discrepancy identified
8665,Chile,Technical Support,Distributor,2026-02-09,8.0,10.0,True,2026-02-19,0,2,1,2,Delay due to logistics issue
8666,Argentina,Pricing Issue,Distributor,2026-03-13,9.0,8.0,True,2026-03-21,0,3,3,3,Awaiting internal approval
8667,Brazil,Pricing Issue,Distributor,2026-02-06,7.0,9.0,True,2026-02-15,1,2,1,2,Awaiting internal approval
8668,Brazil,Documentation,End Customer,2026-01-19,10.0,11.0,True,2026-01-30,0,1,1,2,Customer is requesting urgent update
8669,Chile,Documentation,Distributor,2026-01-29,7.0,8.0,True,2026-02-06,0,1,1,2,Awaiting internal approval
8670,Colombia,Documentation,End Customer,2026-01-26,,,False,,1,1,1,3,Pricing discrepancy identified
8671,Perú,Documentation,End Customer,2026-01-26,,,False,,0,1,1,1,Pricing discrepancy identified
8672,Chile,Pricing Issue,Distributor,2026-03-01,10.0,10.0,True,2026-03-11,0,3,3,4,Customer escalated the issue
8673,Perú,Technical Support,End Customer,2026-01-19,,,False,,0,1,1,3,Customer is requesting urgent update
8674,Perú,Order Delay,End Customer,2026-01-24,,,False,,0,1,1,2,Awaiting internal approval
8675,Colombia,Technical Support,End Customer,2026-01-02,,,False,,0,1,1,2,Awaiting internal approval
8676,Perú,Order Delay,End Customer,2026-03-27,,,False,,0,3,3,2,Customer escalated the issue
8677,Argentina,Order Delay,Distributor,2026-03-17,8.0,8.0,True,2026-03-25,0,3,3,2,Pricing discrepancy identified
8678,Colombia,Pricing Issue,Distributor,2026-03-13,,,False,,0,3,3,2,Pricing discrepancy identified
8679,Chile,Order Delay,End Customer,2026-03-15,8.0,7.0,False,2026-03-22,0,3,3,1,Pricing discrepancy identified
8680,Argentina,Documentation,End Customer,2026-01-02,5.0,5.0,False,2026-01-07,0,1,1,1,Delay due to logistics issue
8681,México,Documentation,Distributor,2026-03-10,,,False,,1,3,3,2,Customer is requesting urgent update
8682,Brazil,Order Delay,End Customer,2026-02-25,6.0,8.0,True,2026-03-05,0,2,1,3,Pricing discrepancy identified
8683,Chile,Technical Support,End Customer,2026-02-27,6.0,8.0,True,2026-03-07,1,2,1,1,Pricing discrepancy identified
8684,Chile,Order Delay,Distributor,2026-03-28,10.0,8.0,True,2026-04-05,1,3,3,3,Pricing discrepancy identified
8685,Chile,Documentation,End Customer,2026-02-03,5.0,7.0,False,2026-02-10,0,2,1,3,Pricing discrepancy identified
8686,Argentina,Order Delay,Distributor,2026-01-02,7.0,8.0,True,2026-01-10,0,1,1,3,Customer escalated the issue
8687,México,Order Delay,Distributor,2026-01-17,,,False,,0,1,1,3,Customer is requesting urgent update
8688,Colombia,Order Delay,End Customer,2026-03-13,,,False,,0,3,3,1,Customer is requesting urgent update
8689,México,Pricing Issue,End Customer,2026-02-27,,,False,,0,2,1,1,Awaiting internal approval
8690,Argentina,Order Delay,Distributor,2026-03-27,8.0,6.0,False,2026-04-02,0,3,3,4,Customer escalated the issue
8691,Chile,Technical Support,End Customer,2026-02-12,8.0,10.0,True,2026-02-22,0,2,1,3,Awaiting internal approval
8692,Brazil,Technical Support,Distributor,2026-01-05,8.0,9.0,True,2026-01-14,1,1,1,4,Pricing discrepancy identified
8693,Chile,Documentation,End Customer,2026-01-27,5.0,7.0,False,2026-02-03,0,1,1,2,Delay due to logistics issue
8694,Colombia,Technical Support,End Customer,2026-01-13,,,False,,0,1,1,3,Delay due to logistics issue
8695,Perú,Pricing Issue,Distributor,2026-01-09,,,False,,1,1,1,2,Awaiting internal approval
8696,Brazil,Technical Support,Distributor,2026-03-03,11.0,9.0,True,2026-03-12,1,3,3,3,Delay due to logistics issue
8697,Chile,Technical Support,Distributor,2026-02-23,8.0,10.0,True,2026-03-05,0,2,1,2,Customer escalated the issue
8698,Brazil,Documentation,Distributor,2026-03-03,9.0,7.0,False,2026-03-10,0,3,3,3,Customer is requesting urgent update
8699,Perú,Documentation,End Customer,2026-02-08,,,False,,0,2,1,1,Awaiting internal approval
8700,México,Order Delay,Distributor,2026-03-31,,,False,,0,3,3,4,Customer escalated the issue
8701,Argentina,Technical Support,Distributor,2026-02-06,9.0,9.0,True,2026-02-15,0,2,1,3,Awaiting internal approval
8702,Chile,Documentation,Distributor,2026-03-01,10.0,10.0,True,2026-03-11,0,3,3,2,Awaiting internal approval
8703,Colombia,Order Delay,Distributor,2026-03-05,,,False,,0,3,3,4,Delay due to logistics issue
8704,México,Pricing Issue,Distributor,2026-01-20,,,False,,0,1,1,3,Pricing discrepancy identified
8705,Chile,Order Delay,Distributor,2026-01-25,7.0,9.0,True,2026-02-03,0,1,1,3,Delay due to logistics issue
8706,México,Order Delay,End Customer,2026-03-15,,,False,,0,3,3,2,Customer is requesting urgent update
8707,Colombia,Order Delay,End Customer,2026-02-27,,,False,,0,2,1,2,Delay due to logistics issue
8708,Chile,Order Delay,End Customer,2026-02-01,6.0,8.0,True,2026-02-09,0,2,1,3,Delay due to logistics issue
8709,Perú,Technical Support,End Customer,2026-01-03,,,False,,0,1,1,1,Customer escalated the issue
8710,Perú,Order Delay,Distributor,2026-03-17,,,False,,0,3,3,4,Customer escalated the issue
8711,Colombia,Pricing Issue,End Customer,2026-01-31,,,False,,0,1,1,1,Delay due to logistics issue
8712,Brazil,Order Delay,Distributor,2026-01-31,6.0,6.0,False,2026-02-06,0,1,1,4,Customer escalated the issue
8713,Colombia,Pricing Issue,End Customer,2026-01-04,,,False,,0,1,1,3,Customer is requesting urgent update
8714,Brazil,Documentation,End Customer,2026-03-01,11.0,11.0,True,2026-03-12,1,3,3,2,Customer is requesting urgent update
8715,Chile,Order Delay,End Customer,2026-03-12,8.0,6.0,False,2026-03-18,0,3,3,3,Awaiting internal approval
8716,Brazil,Documentation,End Customer,2026-01-03,8.0,10.0,True,2026-01-13,0,1,1,3,Pricing discrepancy identified
8717,Chile,Pricing Issue,End Customer,2026-03-24,8.0,7.0,False,2026-03-31,1,3,3,1,Delay due to logistics issue
8718,Chile,Order Delay,Distributor,2026-01-09,6.0,6.0,False,2026-01-15,1,1,1,4,Customer is requesting urgent update
8719,Argentina,Technical Support,Distributor,2026-01-29,6.0,7.0,False,2026-02-05,1,1,1,2,Delay due to logistics issue
8720,Chile,Order Delay,Distributor,2026-03-23,10.0,10.0,True,2026-04-02,1,3,3,4,Delay due to logistics issue
8721,Brazil,Technical Support,End Customer,2026-02-26,6.0,8.0,True,2026-03-06,0,2,1,1,Customer escalated the issue
8722,Argentina,Technical Support,End Customer,2026-01-21,6.0,7.0,False,2026-01-28,0,1,1,2,Pricing discrepancy identified
8723,Argentina,Documentation,End Customer,2026-02-02,7.0,8.0,True,2026-02-10,1,2,1,3,Customer escalated the issue
8724,Chile,Documentation,Distributor,2026-01-10,6.0,6.0,False,2026-01-16,0,1,1,3,Customer escalated the issue
8725,Colombia,Technical Support,Distributor,2026-01-27,,,False,,0,1,1,3,Awaiting internal approval
8726,Colombia,Documentation,Distributor,2026-02-01,,,False,,0,2,1,4,Awaiting internal approval
8727,Perú,Technical Support,Distributor,2026-03-12,,,False,,0,3,3,2,Pricing discrepancy identified
8728,Argentina,Pricing Issue,End Customer,2026-03-23,8.0,8.0,True,2026-03-31,0,3,3,2,Awaiting internal approval
8729,Chile,Pricing Issue,End Customer,2026-03-15,7.0,5.0,False,2026-03-20,0,3,3,3,Awaiting internal approval
8730,Colombia,Order Delay,Distributor,2026-01-31,,,False,,0,1,1,2,Customer is requesting urgent update
8731,Chile,Documentation,End Customer,2026-03-19,7.0,5.0,False,2026-03-24,1,3,3,2,Customer escalated the issue
8732,Chile,Pricing Issue,Distributor,2026-02-24,5.0,7.0,False,2026-03-03,0,2,1,2,Customer escalated the issue
8733,Argentina,Pricing Issue,End Customer,2026-03-06,10.0,9.0,True,2026-03-15,0,3,3,1,Delay due to logistics issue
8734,Perú,Pricing Issue,End Customer,2026-03-06,,,False,,0,3,3,1,Customer escalated the issue
8735,Argentina,Technical Support,Distributor,2026-03-25,11.0,9.0,True,2026-04-03,1,3,3,3,Awaiting internal approval
8736,México,Documentation,End Customer,2026-03-24,,,False,,0,3,3,2,Awaiting internal approval
8737,Colombia,Pricing Issue,End Customer,2026-01-19,,,False,,0,1,1,2,Delay due to logistics issue
8738,Colombia,Pricing Issue,End Customer,2026-02-10,,,False,,0,2,1,2,Awaiting internal approval
8739,Colombia,Documentation,Distributor,2026-03-16,,,False,,1,3,3,2,Customer is requesting urgent update
8740,Brazil,Technical Support,Distributor,2026-01-13,9.0,9.0,True,2026-01-22,0,1,1,2,Customer escalated the issue
8741,Chile,Pricing Issue,End Customer,2026-01-14,4.0,6.0,False,2026-01-20,0,1,1,2,Delay due to logistics issue
8742,Argentina,Documentation,Distributor,2026-02-23,5.0,6.0,False,2026-03-01,0,2,1,3,Awaiting internal approval
8743,Colombia,Technical Support,Distributor,2026-01-24,,,False,,0,1,1,4,Awaiting internal approval
8744,México,Documentation,Distributor,2026-01-03,,,False,,0,1,1,4,Pricing discrepancy identified
8745,Colombia,Pricing Issue,End Customer,2026-03-03,,,False,,0,3,3,1,Pricing discrepancy identified
8746,Perú,Documentation,Distributor,2026-01-04,,,False,,0,1,1,4,Pricing discrepancy identified
8747,Chile,Order Delay,Distributor,2026-02-01,8.0,9.0,True,2026-02-10,0,2,1,2,Delay due to logistics issue
8748,Chile,Documentation,End Customer,2026-02-18,5.0,7.0,False,2026-02-25,0,2,1,3,Awaiting internal approval
8749,Argentina,Order Delay,End Customer,2026-02-02,5.0,6.0,False,2026-02-08,0,2,1,2,Customer is requesting urgent update
8750,Brazil,Technical Support,Distributor,2026-01-09,6.0,7.0,False,2026-01-16,0,1,1,4,Delay due to logistics issue
8751,Argentina,Order Delay,End Customer,2026-01-30,6.0,6.0,False,2026-02-05,0,1,1,3,Customer is requesting urgent update
8752,Colombia,Technical Support,End Customer,2026-01-29,,,False,,0,1,1,2,Customer escalated the issue
8753,Perú,Documentation,End Customer,2026-03-30,,,False,,0,3,3,1,Awaiting internal approval
8754,México,Order Delay,Distributor,2026-01-29,,,False,,0,1,1,2,Awaiting internal approval
8755,Argentina,Order Delay,End Customer,2026-02-07,5.0,5.0,False,2026-02-12,0,2,1,1,Awaiting internal approval
8756,Brazil,Pricing Issue,End Customer,2026-01-17,6.0,8.0,True,2026-01-25,0,1,1,1,Customer escalated the issue
8757,Argentina,Documentation,Distributor,2026-03-15,7.0,5.0,False,2026-03-20,0,3,3,4,Customer is requesting urgent update
8758,Chile,Documentation,End Customer,2026-01-15,5.0,6.0,False,2026-01-21,0,1,1,2,Delay due to logistics issue
8759,Colombia,Order Delay,Distributor,2026-03-12,,,False,,0,3,3,4,Pricing discrepancy identified
8760,Colombia,Documentation,End Customer,2026-03-24,,,False,,0,3,3,2,Delay due to logistics issue
8761,Colombia,Technical Support,End Customer,2026-02-28,,,False,,0,2,1,3,Customer escalated the issue
8762,Colombia,Documentation,Distributor,2026-03-28,,,False,,0,3,3,4,Customer is requesting urgent update
8763,Colombia,Pricing Issue,Distributor,2026-02-24,,,False,,0,2,1,4,Pricing discrepancy identified
8764,Colombia,Technical Support,Distributor,2026-03-24,,,False,,0,3,3,4,Delay due to logistics issue
8765,México,Pricing Issue,End Customer,2026-01-30,,,False,,0,1,1,2,Customer escalated the issue
8766,Brazil,Documentation,End Customer,2026-01-04,10.0,12.0,True,2026-01-16,0,1,1,2,Delay due to logistics issue
8767,Colombia,Technical Support,Distributor,2026-01-16,,,False,,0,1,1,2,Pricing discrepancy identified
8768,Brazil,Pricing Issue,Distributor,2026-02-19,8.0,8.0,True,2026-02-27,0,2,1,2,Customer is requesting urgent update
8769,Perú,Documentation,End Customer,2026-01-17,,,False,,0,1,1,2,Customer is requesting urgent update
8770,Colombia,Pricing Issue,End Customer,2026-03-13,,,False,,0,3,3,2,Delay due to logistics issue
8771,Argentina,Order Delay,Distributor,2026-03-03,11.0,11.0,True,2026-03-14,1,3,3,4,Pricing discrepancy identified
8772,Colombia,Technical Support,End Customer,2026-03-02,,,False,,0,3,3,2,Customer escalated the issue
8773,Chile,Pricing Issue,Distributor,2026-02-28,4.0,6.0,False,2026-03-06,0,2,1,4,Delay due to logistics issue
8774,México,Order Delay,End Customer,2026-03-27,,,False,,1,3,3,1,Pricing discrepancy identified
8775,Argentina,Technical Support,End Customer,2026-02-18,8.0,9.0,True,2026-02-27,1,2,1,1,Customer escalated the issue
8776,Argentina,Pricing Issue,End Customer,2026-03-20,8.0,7.0,False,2026-03-27,0,3,3,2,Delay due to logistics issue
8777,Chile,Technical Support,End Customer,2026-03-18,9.0,9.0,True,2026-03-27,1,3,3,2,Pricing discrepancy identified
8778,Colombia,Documentation,Distributor,2026-03-31,,,False,,0,3,3,3,Customer escalated the issue
8779,México,Documentation,Distributor,2026-02-18,,,False,,1,2,1,3,Awaiting internal approval
8780,Argentina,Order Delay,Distributor,2026-02-07,9.0,9.0,True,2026-02-16,1,2,1,2,Customer escalated the issue
8781,México,Technical Support,Distributor,2026-01-07,,,False,,0,1,1,2,Awaiting internal approval
8782,Argentina,Order Delay,Distributor,2026-03-28,7.0,5.0,False,2026-04-02,0,3,3,4,Pricing discrepancy identified
8783,Colombia,Documentation,Distributor,2026-02-17,,,False,,0,2,1,4,Delay due to logistics issue
8784,Perú,Pricing Issue,End Customer,2026-02-14,,,False,,0,2,1,1,Customer escalated the issue
8785,Argentina,Technical Support,Distributor,2026-01-19,5.0,6.0,False,2026-01-25,0,1,1,4,Customer escalated the issue
8786,Perú,Order Delay,Distributor,2026-01-12,,,False,,1,1,1,3,Pricing discrepancy identified
8787,Argentina,Documentation,Distributor,2026-01-01,9.0,9.0,True,2026-01-10,0,1,1,2,Awaiting internal approval
8788,Brazil,Pricing Issue,End Customer,2026-03-30,10.0,8.0,True,2026-04-07,0,3,3,3,Customer is requesting urgent update
8789,Colombia,Documentation,Distributor,2026-02-19,,,False,,0,2,1,3,Customer escalated the issue
8790,Chile,Documentation,End Customer,2026-02-28,7.0,9.0,True,2026-03-09,1,2,1,3,Pricing discrepancy identified
8791,Perú,Pricing Issue,Distributor,2026-03-11,,,False,,0,3,3,3,Customer escalated the issue
8792,Chile,Pricing Issue,Distributor,2026-03-27,9.0,8.0,True,2026-04-04,1,3,3,3,Delay due to logistics issue
8793,Colombia,Technical Support,Distributor,2026-02-04,,,False,,0,2,1,3,Delay due to logistics issue
8794,Chile,Pricing Issue,End Customer,2026-02-16,8.0,9.0,True,2026-02-25,0,2,1,2,Pricing discrepancy identified
8795,Colombia,Pricing Issue,End Customer,2026-03-14,,,False,,0,3,3,3,Customer is requesting urgent update
8796,Chile,Documentation,Distributor,2026-03-30,7.0,5.0,False,2026-04-04,0,3,3,3,Customer is requesting urgent update
8797,Perú,Documentation,Distributor,2026-01-15,,,False,,0,1,1,2,Customer is requesting urgent update
8798,Brazil,Documentation,End Customer,2026-02-03,6.0,8.0,True,2026-02-11,0,2,1,2,Customer is requesting urgent update
8799,Chile,Pricing Issue,Distributor,2026-01-01,5.0,5.0,False,2026-01-06,1,1,1,2,Awaiting internal approval
8800,Perú,Technical Support,End Customer,2026-02-13,,,False,,0,2,1,3,Customer is requesting urgent update
8801,Argentina,Documentation,End Customer,2026-02-12,7.0,7.0,False,2026-02-19,0,2,1,1,Delay due to logistics issue
8802,Colombia,Documentation,End Customer,2026-01-31,,,False,,0,1,1,3,Pricing discrepancy identified
8803,México,Pricing Issue,Distributor,2026-02-22,,,False,,0,2,1,3,Awaiting internal approval
8804,México,Pricing Issue,End Customer,2026-01-25,,,False,,0,1,1,2,Customer escalated the issue
8805,Colombia,Order Delay,Distributor,2026-03-28,,,False,,0,3,3,4,Delay due to logistics issue
8806,Brazil,Pricing Issue,End Customer,2026-02-23,6.0,6.0,False,2026-03-01,1,2,1,1,Pricing discrepancy identified
8807,Chile,Documentation,Distributor,2026-02-26,7.0,7.0,False,2026-03-05,0,2,1,2,Customer escalated the issue
8808,Brazil,Pricing Issue,Distributor,2026-03-29,8.0,6.0,False,2026-04-04,0,3,3,3,Awaiting internal approval
8809,México,Order Delay,Distributor,2026-02-12,,,False,,1,2,1,4,Delay due to logistics issue
8810,Perú,Technical Support,Distributor,2026-03-06,,,False,,0,3,3,3,Delay due to logistics issue
8811,Colombia,Order Delay,Distributor,2026-01-16,,,False,,0,1,1,3,Delay due to logistics issue
8812,Colombia,Technical Support,Distributor,2026-03-15,,,False,,0,3,3,3,Pricing discrepancy identified
8813,Brazil,Technical Support,End Customer,2026-02-17,7.0,9.0,True,2026-02-26,0,2,1,3,Customer is requesting urgent update
8814,Perú,Documentation,End Customer,2026-03-01,,,False,,0,3,3,1,Awaiting internal approval
8815,Brazil,Pricing Issue,End Customer,2026-01-08,8.0,9.0,True,2026-01-17,1,1,1,2,Customer escalated the issue
8816,Chile,Pricing Issue,End Customer,2026-02-21,4.0,4.0,False,2026-02-25,0,2,1,2,Awaiting internal approval
8817,Argentina,Order Delay,Distributor,2026-01-02,6.0,8.0,True,2026-01-10,0,1,1,3,Pricing discrepancy identified
8818,Perú,Pricing Issue,End Customer,2026-03-16,,,False,,0,3,3,3,Awaiting internal approval
